There Is Nothing Better In The World,Oleg Anofriev (credited as Bremenskiye Muzykanty),1969,Dance Crew,Just Dance 2019
Done For Me,Charlie Puth ft. Kehlani,2018,Duet,Just Dance Unlimited
Qia La Yong Yuan OK - Future Underworld Mix,Alan Tam,1990,Solo,舞力全开2017
Leg Song,LULU,2016,Solo,舞力全开2017
Medicina,Anitta,2018,Dance Crew,Just Dance Unlimited
Barbie Girl,Aqua* (Countdown Dee’s Hit Explosion),1997,Duet,Just Dance 2
Lush Life,Zara Larsson,2015,Solo,Just Dance Unlimited
Rockafeller Skank,Fatboy Slim,1998,Solo,Just Dance 2
Criminal,Natti Natasha x Ozuna,2017,Duet,Just Dance Unlimited
Scream & Shout,will.i.am ft. Britney Spears,2012,Dance Crew,Just Dance 2017
Fine China,Chris Brown,2013,Solo,Just Dance 2014
Jump,Major Lazer ft. Busy Signal,2017,Duet,Just Dance Unlimited
Peanut Butter Jelly,Galantis,2015,Trio,Just Dance Unlimited
Venus,Bananarama,1986,Solo,Just Dance 3
Me And My Broken Heart,Rixton,2014,Duet,Just Dance 2015
Proud Mary,Ike & Tina Turner,1971,Solo,Just Dance 2
You Don’t Know Me,Jax Jones ft. Raye,2016,Solo,Just Dance Unlimited
Lump,The Presidents of the United States of America,1995,Solo,Just Dance
Boys,Lizzo,2018,Solo,Just Dance Unlimited
Soul Bossa Nova,Quincy Jones and His Orchestra,1961,Duet,Just Dance 2
Mayores,"Becky G, Bad Bunny",2017,Solo,Just Dance Unlimited
A Little Party Never Killed Nobody (All We Got),"Fergie ft. Q-Tip, GoonRock",2013,Solo,Just Dance 2019
Adeyyo,Ece Seçkin,2016,Solo,Just Dance 2019
Bang Bang Bang,BIGBANG,2015,Trio,Just Dance 2019
Boogiesaurus,John Anthony (A. Caveman and the Backseats),2003,Solo,Just Dance 2019 (Kids Mode)
Bum Bum Tam Tam,"MC Fioti, Future, J Balvin, Stefflon Don, Juan Magan",2017,Duet',Just Dance 2019
Ça Plane Pour Moi,Plastic Bertrand (Bob Platine),1978,Solo,Just Dance 2019
Calypso,Luis Fonsi ft. Stefflon Don,2018,Solo,Just Dance 2019
Cosmic Party,Equinox Stars,2018,Solo,Just Dance 2019 (Kids Mode)
DDU-DU DDU-DU,BLACKPINK,2018,Dance Crew,Just Dance 2019
Familiar,Liam Payne & J Balvin,2018,Solo,Just Dance 2019
Finesse (Remix),Bruno Mars ft. Cardi B,2018,Dance Crew,Just Dance 2019
Fire,LLP ft. Mike Diamondz,2015,Duet,Just Dance 2019
Fire On The Floor,Michelle Delamor,2018,Solo,Just Dance 2019
Friendly Phantom,Halloween Thrills,1996,Duet,Just Dance 2019 (Kids Mode)
Havana,Camila Cabello,2017,Solo,Just Dance 2019
I Feel It Coming,The Weeknd ft. Daft Punk,2016,Solo,Just Dance 2019
I’m Still Standing,Elton John (Top Culture),1983,Solo,Just Dance 2019
Irish Meadow Dance,O’Callaghan’s Orchestra,2015,Duet,Just Dance 2019 (Kids Mode)
Jingle Bells,Santa Clones,1857,Duet,Just Dance 2019 (Kids Mode)
Make Me Feel,Janelle Monáe,2018,Solo,Just Dance 2019
Mama Mia,Mayra Verónica,2013,Duet,Just Dance 2019
Mi Mi Mi,Serebro (Hit The Electro Beat),2013,Duet,Just Dance 2019
Miłość w Zakopanem,Sławomir,2017,Solo,Just Dance 2019
Monsters of Jazz,"Jacky Arthur, Harold Geller Groove Century",2015,Solo,Just Dance 2019 (Kids Mode)
Narco,Blasterjaxx & Timmy Trumpet,2017,Solo,Just Dance 2019
New Reality,Gigi Rowe,2018,Solo,Just Dance 2019
New Rules,Dua Lipa,2017,Solo,Just Dance 2019
New World,"Krewella, Yellow Claw ft. Vava",2017,Solo,Just Dance 2019
No Tears Left To Cry,Ariana Grande,2018,Solo,Just Dance 2019
Not Your Ordinary,Stella Mwangi,2017,Dance Crew,Just Dance 2019
Obsesión,Aventura,2002,Duet,Just Dance 2019
OMG,Arash ft. Snoop Dogg,2016,Trio,Just Dance 2019
One Kiss,"Calvin Harris, Dua Lipa",2018,Solo,Just Dance 2019
Pac-Man,Toshio Kai (Dancing Bros.),1980,Dance Crew,Just Dance 2019
Rave in the Grave,AronChupa ft. Little Sis Nora,2018,Dance Crew,Just Dance 2019
Rhythm of the Night,Corona (Ultraclub 90),1993,Solo,Just Dance 2019
Sangria Wine,Pharrell Williams x Camila Cabello,2018,Solo,Just Dance 2019
Shaky Shaky,Daddy Yankee,2016,Solo,Just Dance 2019
Shinobi Cat,Steve Ouimette (Glorious Black Belts),2018,Solo,Just Dance 2019 (Kids Mode)
Sugar,Maroon 5,2014,Duet,Just Dance 2019
Sweet Little Unforgettable Thing,Bea Miller,2016,Solo,Just Dance 2019
Sweet Sensation,Flo Rida,2018,Quartet,Just Dance 2019
Un Poco Loco,"Gael García Bernal, Anthony Gonzalez* (Disney’s Coco )",2017,Solo,Just Dance 2019
Tales of the Desert,Ian Livingstone (Persian Nights),2008,Solo,Just Dance 2019 (Kids Mode)
Water Me,Lizzo,2016,Solo,Just Dance 2019
Where Are You Now?,Lady Leshurr ft. Wiley,2016,Trio,Just Dance 2019
Work Work,Britney Spears,2013,Trio,Just Dance 2019
TOY,Netta,2018,Solo,Just Dance 2019
Into the Unknown,Idina Menzel ft. AURORA,2019,Solo,Just Dance Unlimited
DjaDja,Aya Nakamura,2018,Solo,Just Dance 2020
DjaDja,Aya Nakamura,2018,Solo,Just Dance 2020
10.000 luchtballonnen,K3,2015,Trio,Just Dance 2020
10.000 luchtballonnen,K3,2015,Trio,Just Dance 2020
Spinning (Кружит),Monatik,2016,Duet,Just Dance 2020
Spinning (Кружит),Monatik,2016,Duet,Just Dance 2020
Panini,Lil Nas X,2019,Solo,Just Dance Unlimited
Gold Dust,DJ Fresh,2010,Solo,Just Dance 4
Sucker,Jonas Brothers,2019,Duet,Just Dance Unlimited
Satellite,Lena Meyer-Landrut,2010,Solo,Just Dance 3
Don't Call Me Up,Mabel,2019,Solo,Just Dance Unlimited
Here Comes the Hotstepper,Ini Kamoze (The Hit Crew),1994,Solo,Just Dance 2
1999,Charli XCX & Troye Sivan,2018,Duet,Just Dance Unlimited
Never Gonna Give You Up,Rick Astley,1987,Solo,Just Dance 4
Troublemaker,Olly Murs ft. Flo Rida,2012,Solo,Just Dance 2014
Woman Like Me,Little Mix ft. Nicki Minaj,2018,Trio,Just Dance Unlimited
Pump Up the Volume,M/A/R/R/S,1987,Solo,Just Dance 2
EZ DO DANCE (J),TRF,1993,Duet,Just Dance Wii U
X,Nicky Jam & J Balvin,2018,Duet,Just Dance Unlimited
Forget You,Cee Lo Green,2010,Solo,Just Dance 3
Barbra Streisand,Duck Sauce,2010,Solo,Just Dance 3
Hype,Dizzee Rascal & Calvin Harris,2016,Solo,Just Dance Unlimited
Giddy on Up (Giddy on Out),Laura Bell Bundy,2010,Solo,Just Dance 3
La Respuesta,Becky G and Maluma,2019,Duet,Just Dance Unlimited
Mas Que Nada,The Black Eyed Peas ft. Sergio Mendes,2006,Solo,Just Dance 4
Crayon,G-Dragon,2012,Solo,Just Dance Unlimited
White Noise,Disclosure ft. AlunaGeorge,2013,Solo,Just Dance Unlimited
